Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Towards a&#xa0;Methodology for&#xa0;Formally Analyzing Federated Identity Management Systems,"Leveraging Applications of Formal Methods, Verification and Validation. Practice",,,,10.1007/978-3-031-19762-8_28,Katerina KsystraMaria DimarogkonaNikolaos TriantafyllouPetros StefaneasPetros Kavassalis,2022,https://link.springer.com/chapter/10.1007/978-3-031-19762-8_28,Conference paper
Quantum neural operators with implicit quadratic frame and expressivity advantages,Nature Machine Intelligence,,,,10.1038/s42256-026-01289-7,Ruocheng WangXiaoqiu ZhongZhuo XiaJunchi Yan,2026,https://link.springer.com/article/10.1038/s42256-026-01289-7,Article
Toward a benchmark for quantum computers based on an iterated post-selective protocol,Quantum Information Processing,,,,10.1007/s11128-026-05294-y,Adrian OrtegaOrsolya KálmánTamás Kiss,2026,https://link.springer.com/article/10.1007/s11128-026-05294-y,Article
H-QDCT: hierarchical quantum DCT for structural–textural feature fusion in medical imaging,International Journal of Computer Assisted Radiology and Surgery,,,,10.1007/s11548-026-03764-3,Xavier Font AragonesMiguel Ángel González Ballester,2026,https://link.springer.com/article/10.1007/s11548-026-03764-3,Article
A study of qubit modalities in contemporary quantum computing,Discover Quantum Science,,,,10.1007/s44464-026-00033-9,Arun Govindankutty,2026,https://link.springer.com/article/10.1007/s44464-026-00033-9,Article
Interacting non-Hermitian edge and cluster bursts on a digital quantum processor,Nature Communications,,,,10.1038/s41467-026-75904-x,Jin Ming KohWen-Tan XueTommy TaiDax Enshan KohChing Hua Lee,2026,https://link.springer.com/article/10.1038/s41467-026-75904-x,Article
Efficient parallel compilation and profiling of quantum circuits at large scales,npj Unconventional Computing,,,,10.1038/s44335-026-00079-z,Jane MooreMichael HartJohn McAllister,2026,https://www.nature.com/articles/s44335-026-00079-z,Article
An end-to-end workflow for executing a classically bootstrapped variational quantum algorithm on an academic quantum computer,npj Unconventional Computing,,,,10.1038/s44335-026-00073-5,Qingfeng WangLiudmila A. ZhukasQiang MiaoAniket S. DalviPeter J. LoveChristopher MonroeFrederic T. ChongGokul Subramanian Ravi,2026,https://www.nature.com/articles/s44335-026-00073-5,Article
Dynamic Transformation of Quantum Algorithms for Resource-Constrained Architectures,SN Computer Science,,,,10.1007/s42979-026-05089-z,Abhoy KoleLouis KrügerKamalika DattaLennart WeingartenIndranil SenguptaRolf Drechsler,2026,https://link.springer.com/article/10.1007/s42979-026-05089-z,Article
Construction and depth optimization of quantum controlled adder,Quantum Information Processing,,,,10.1007/s11128-026-05211-3,Chanho JeonDonghoe HeoHyojun ShinSeokhie Hong,2026,https://link.springer.com/article/10.1007/s11128-026-05211-3,Article
"Design of a fault‑tolerant‑metric‑aware, reversible n‑bit quantum arithmetic logic unit using IBM Qiskit",Scientific Reports,,,,10.1038/s41598-026-53845-1,Agniswar Banerjee,2026,https://link.springer.com/article/10.1038/s41598-026-53845-1,Article
Modeling noise in quantum computing of scalar convection,Acta Mechanica Sinica,,,,10.1007/s10409-026-51281-x,Jiahua YangZhen LuYue Yang,2026,https://link.springer.com/article/10.1007/s10409-026-51281-x,Article
Quantum-classical embedding via ghost Gutzwiller approximation for enhanced simulations of correlated electron systems,npj Quantum Information,,,,10.1038/s41534-026-01244-9,I-Chi ChenAleksei KhindanovCarlos Munoz SalazarHumberto Munoz BaronaGhaidaa HarrabiFeng ZhangCai-Zhuang WangThomas IadecolaNicola LanatàYong-Xin Yao,2026,https://link.springer.com/article/10.1038/s41534-026-01244-9,Article
Quantum hyperdimensional computing: a foundational paradigm for quantum neuromorphic architectures,npj Unconventional Computing,,,,10.1038/s44335-026-00064-6,Fabio CumboRui-Hao LiBryan RaubenoltJayadev JoshiAbu Kaisar Mohammad MasumSercan AygunDaniel Blankenberg,2026,https://www.nature.com/articles/s44335-026-00064-6,Article
Spectral phase encoding for quantum kernel methods,EPJ Quantum Technology,,,,10.1140/epjqt/s40507-026-00509-8,Pablo Herrero GómezAntonio Jimeno MorenillaDavid Muñoz-HernándezHiginio Mora Mora,2026,https://link.springer.com/article/10.1140/epjqt/s40507-026-00509-8,Article
Efficient gate reordering for Distributed Quantum Compiling in data centers,EPJ Quantum Technology,,,,10.1140/epjqt/s40507-026-00513-y,Riccardo MengoniWalter NadalinMathys RennelaJimmy RotureauTom DarrasJulien LauratEleni DiamantiIoannis Lavdas,2026,https://link.springer.com/article/10.1140/epjqt/s40507-026-00513-y,Article
Improved strategies for fermionic quantum simulation with global interactions,npj Quantum Information,,,,10.1038/s41534-026-01223-0,Thierry N. KaldenbachErik SchultheisNiklas StewenGabriel Breuil,2026,https://link.springer.com/article/10.1038/s41534-026-01223-0,Article
Quantum algorithms for scheduling problems: a survey,EPJ Quantum Technology,,,,10.1140/epjqt/s40507-026-00494-y,Tino WernerFreyja Ullinger,2026,https://link.springer.com/article/10.1140/epjqt/s40507-026-00494-y,Article
A more efficient quantum circuit for estimating the variance,Quantum Machine Intelligence,,,,10.1007/s42484-026-00376-7,Alessandro PoggialiJiwon Ju,2026,https://link.springer.com/article/10.1007/s42484-026-00376-7,Article
Quantum-classical generative models for drug design,Quantum Machine Intelligence,,,,10.1007/s42484-026-00356-x,Prateek JainParam PathakKrishna BhatiaShalini DevendrababuSrinjoy Ganguly,2026,https://link.springer.com/article/10.1007/s42484-026-00356-x,Article
A framework to study the relationship between classical data and quantum characteristics in quantum machine learning,The Journal of Supercomputing,,,,10.1007/s11227-026-08396-7,Iraitz MontalbánElías F. CombarroJosé Ranilla,2026,https://link.springer.com/article/10.1007/s11227-026-08396-7,Article
Binary integer programming for optimizing ebit cost in distributed quantum circuits with fixed module allocation,Quantum Information Processing,,,,10.1007/s11128-026-05112-5,Hyunho ChaJungwoo Lee,2026,https://link.springer.com/article/10.1007/s11128-026-05112-5,Article
XCFrameworks,Mastering Swift Package Manager,,,,10.1007/978-1-4842-7049-3_9,Avi Tsadok,2021,https://link.springer.com/chapter/10.1007/978-1-4842-7049-3_9,Chapter
A <i>Divide-et-Impera</i> approach for compiling large quantum circuits via ant colony optimization,Evolutionary Intelligence,,,,10.1007/s12065-025-01127-6,Marco BaiolettiAngelo OddiRiccardo Rasconi,2026,https://link.springer.com/article/10.1007/s12065-025-01127-6,Article
"Circuit-based vs. measurement-based quantum computing: a comparative analysis, layered metrics, and decision flow for approach selection",EPJ Quantum Technology,,,,10.1140/epjqt/s40507-026-00483-1,Harashta Tatimma LarasatiByung-Soo Choi,2026,https://link.springer.com/article/10.1140/epjqt/s40507-026-00483-1,Article
Benchmarking quantum kernels and modern vision models for compound facial expression recognition,Scientific Reports,,,,10.1038/s41598-026-41514-2,Mangaras Yanu FlorestiyantoHerman Dwi SurjonoHandaru Jati,2026,https://link.springer.com/article/10.1038/s41598-026-41514-2,Article
Magic state injection on IBM quantum processors above the distillation threshold,Scientific Reports,,,,10.1038/s41598-026-40381-1,Younghun KimMartin SeviorMuhammad Usman,2026,https://link.springer.com/article/10.1038/s41598-026-40381-1,Article
Identifier characteristics across programming languages and project domains: an empirical study,Empirical Software Engineering,,,,10.1007/s10664-026-10811-9,Iwo HerkaBartosz Biderman,2026,https://link.springer.com/article/10.1007/s10664-026-10811-9,Article
Model and Program Transformation,Domain-Specific Languages,,,,10.1007/978-3-031-23669-3_7,Andrzej WąsowskiThorsten Berger,2023,https://link.springer.com/chapter/10.1007/978-3-031-23669-3_7,Chapter
What You See Is What You Get: Practical Effect Handlers in Capability-Passing Style,Ernst Denert Award for Software Engineering 2020,,,,10.1007/978-3-030-83128-8_3,Jonathan Immanuel Brachthäuser,2022,https://link.springer.com/chapter/10.1007/978-3-030-83128-8_3,Chapter
Dynamical simulations of many-body quantum chaos on a quantum computer,Nature Physics,,,,10.1038/s41567-025-03144-9,Laurin E. FischerMatea LeahyAndrew EddinsNathan KeenanDavide FerracinMatteo A. C. RossiYoungseok KimAndre HeFrancesca PietracaprinaBoris SokolovShane DooleyZoltán ZimborásFrancesco TacchinoSabrina ManiscalcoJohn GooldGuillermo García-PérezIvano TavernelliAbhinav KandalaSergey N. Filippov,2026,https://link.springer.com/article/10.1038/s41567-025-03144-9,Article
QGoL: Quantum Game of Life,Quantum Information Processing,,,,10.1007/s11128-025-05022-y,Daniel Escanez-ExpositoJorge Garcia-DiazDaniel del CastilloPino Caballero-GilEduardo Sáenz-de-Cabezón,2026,https://link.springer.com/article/10.1007/s11128-025-05022-y,Article
Treespilation: architecture- and state-optimised fermion-to-qubit mappings,npj Quantum Information,,,,10.1038/s41534-025-01170-2,Aaron MillerAdam GlosZoltán Zimborás,2026,https://link.springer.com/article/10.1038/s41534-025-01170-2,Article
Reinforcement learning for optimizing large qubit array based quantum sensor circuits,Discover Applied Sciences,,,,10.1007/s42452-025-08139-y,Laxmisha Ashok AttisaraSathish A. P. Kumar,2026,https://link.springer.com/article/10.1007/s42452-025-08139-y,Article
Reinforcement learning with learned gadgets to tackle hard quantum problems on real hardware,Communications Physics,,,,10.1038/s42005-025-02475-6,Akash KunduLeopoldo Sarra,2026,https://link.springer.com/article/10.1038/s42005-025-02475-6,Article
A Review of Quantum Computing Systems and Software,Journal of Computer Science and Technology,,,,10.1007/s11390-025-5953-3,Jian-Wei YinZi-Rong ChenShun PengHao-Chen LuoChen-Ning TaoSi-Wei TanLi-Qiang Lu,2026,https://link.springer.com/article/10.1007/s11390-025-5953-3,Article
Configuration with&#xa0;Generative AI,Product Configuration,,,,10.1007/978-3-032-17163-4_8,Philipp KoglerWei ChenAndreas FalknerAlois HaselböckStefan WallnerRichard Comploi-Taupe,2026,https://link.springer.com/chapter/10.1007/978-3-032-17163-4_8,Chapter
Proof Engineering in&#xa0;Logika: Synergistically Integrating Automated and&#xa0;Semi-automated Program Verification,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-032-00942-5_3,Stefan HallerstedeRobbyJohn HatcliffJason BeltDavid Hardin,2026,https://link.springer.com/chapter/10.1007/978-3-032-00942-5_3,Conference paper
Generating Property-Based Tests for Quantum Algorithms,Service-Oriented Computing – ICSOC 2024 Workshops,,,,10.1007/978-981-96-7423-7_2,Antonio García de la BarreraManuel Ángel SerranoIgnacio García-Rodríguez de GuzmánMacario PoloMario Piattini,2026,https://link.springer.com/chapter/10.1007/978-981-96-7423-7_2,Conference paper
GenAI-Driven Migration of&#xa0;Legacy COBOL Applications to&#xa0;Clean Java Code,Smart Business Technologies,,,,10.1007/978-3-032-08614-3_4,Christine KuckPhilipp Brune,2026,https://link.springer.com/chapter/10.1007/978-3-032-08614-3_4,Conference paper
A Fine-Grained Small-Step Semantics for&#xa0;Interleaving Search,Functional and Logic Programming,,,,10.1007/978-981-92-0184-6_6,Brysen PfingstenJason Hemann,2026,https://link.springer.com/chapter/10.1007/978-981-92-0184-6_6,Conference paper
Qubit Routing via&#xa0;swap Network: A&#xa0;Minimum Dominating Path Approach,Computational Science – ICCS 2026,,,,10.1007/978-3-032-29921-5_5,Riccardo RomanelloDaniele Lizzio BoscoGiuseppe SerraCarla Piazza,2026,https://link.springer.com/chapter/10.1007/978-3-032-29921-5_5,Conference paper
Caesar: A Deductive Verifier for&#xa0;Probabilistic Programs,Computer Aided Verification,,,,10.1007/978-3-032-32537-2_27,Philipp SchröerKevin BatzUmut Yiğit DuralDarion HaaseBenjamin Lucien KaminskiJoost-Pieter KatoenChristoph Matheja,2026,https://link.springer.com/chapter/10.1007/978-3-032-32537-2_27,Conference paper
Physics-Guided Linear Mapper for&#xa0;Quantum Error Mitigation,Intelligent Computing,,,,10.1007/978-3-032-24804-6_43,Tulsi ChaudhariKrishna BhatiaShalini DevendrababuSrinjoy GangulyLuis Gerardo Ayala Bertel,2026,https://link.springer.com/chapter/10.1007/978-3-032-24804-6_43,Conference paper
Exhaustive Search for&#xa0;Quantum Circuit Optimization Using ZX Calculus,Optimization and Learning,,,,10.1007/978-3-032-13589-6_18,Tobias FischbachPierre TalbotPascal Bouvry,2026,https://link.springer.com/chapter/10.1007/978-3-032-13589-6_18,Conference paper
Knowledge Graphs and&#xa0;Quantum Computing: First Blood,Knowledge Graphs,,,,10.1007/978-981-95-5009-8_1,Yannis TzitzikasHaridimos Kondylakis,2026,https://link.springer.com/chapter/10.1007/978-981-95-5009-8_1,Conference paper
Forward Symbolic Execution for&#xa0;Trustworthy Automation of&#xa0;Binary Code Verification,"Verification, Model Checking, and Abstract Interpretation",,,,10.1007/978-3-032-15700-3_8,Andreas LindnerKarl PalmskogScott ConstableMads DamRoberto GuancialeHamed Nemati,2026,https://link.springer.com/chapter/10.1007/978-3-032-15700-3_8,Conference paper
Cross-Platform and Modern .NET Development,Getting Started with Visual Studio 2026,,,,10.1007/979-8-8688-2691-7_11,Gerald Versluis,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2691-7_11,Chapter
Programming GPUs with&#xa0;OpenMP and&#xa0;Python,OpenMP: Balancing Productivity and Performance Portability,,,,10.1007/978-3-032-06343-4_14,Giorgis GeorgakoudisTodd A. AndersonStuart ArchibaldBronis R. de SupinskiTimothy G. Mattson,2026,https://link.springer.com/chapter/10.1007/978-3-032-06343-4_14,Conference paper
Towards an&#xa0;End-to-End Toolchain for&#xa0;Traceable and&#xa0;Verifiable Railway Signalling Specifications,Rigorous State-Based Methods,,,,10.1007/978-3-031-94533-5_19,Frederic ReiterRoman WetenkampRobert SchmidRichard KretzschmarLukas Iffländer,2026,https://link.springer.com/chapter/10.1007/978-3-031-94533-5_19,Conference paper
Recent Advancements in&#xa0;Photonic Quantum Computation,"The 9th International Conference on Advanced Machine Learning Technologies and Applications (AMLTA’25), Volume 2",,,,10.1007/978-3-032-07326-6_7,Debarka MukhopadhyaySiddhartha BhattacharyyaJan PlatosIvan ZelinkaVaclav SnaselKanik Palodhi,2026,https://link.springer.com/chapter/10.1007/978-3-032-07326-6_7,Conference paper
EniQmA - Enabling Hybrid Quantum Applications,Quantum Engineering Sciences and Technologies for Industry and Services,,,,10.1007/978-3-032-13855-2_14,Dimitris BadounasMarvin BechtoldMartin BeiselPatricia BickertArcesio Castañeda MedinaMichael FrommAlexander GengIlie-Daniel Gheorghe-PopFlorian GirtlerCristian GrozeaDominik HeldweinMichael HolzkiMatthias KabelColin Kai-Uwe BeckerSophia LahsFernando LimaThéo Lisart-LiebermannDarya MartyniukMerlin MengelAli MoghisehAndreas MüllerJoe RixonMarcel Seelbach BenknerSebastian SengeNikolay TcholtchevFelix TrugerJuris UlmanisSebastian WagnerBenjamin WederArmin Wolf,2026,https://link.springer.com/chapter/10.1007/978-3-032-13855-2_14,Conference paper
Toward Quantum Circuit Execution Success Estimation via&#xa0;Graph Neural Network-Based Prediction,Reversible Computation,,,,10.1007/978-3-032-30839-9_9,Antonio TudiscoDeborah VolpeMariagrazia GrazianoGiovanna Turvani,2026,https://link.springer.com/chapter/10.1007/978-3-032-30839-9_9,Conference paper
LLM-Based Semantic Layers: Connecting Model-Driven Engineering and Data Warehouses,"The 3rd International Conference on Artificial Intelligence and Smart Applications (AISA’25), Volume 1: Artificial Intelligence, IoT, and Smart Applications",,,,10.1007/978-3-032-18716-1_11,Ibtissam ArrassenYoussef Ben AmarMohammed Erramdani,2026,https://link.springer.com/chapter/10.1007/978-3-032-18716-1_11,Conference paper
Programming Language Translation: A Comprehensive Review of Techniques and Applications,Data Science and Exploration in Artificial Intelligence,,,,10.1007/978-3-032-19321-6_34,S. B. ChandiniA. B. RajendraMohammed Muddasir,2026,https://link.springer.com/chapter/10.1007/978-3-032-19321-6_34,Conference paper
Quantum Convolutional Neural Networks with&#xa0;Residual Learning: Advancing Quantum Model Architectures,"Computer Vision, Pattern Recognition, Image Processing, and Graphics",,,,10.1007/978-3-032-08511-5_33,Meghanshu VermaKrishna AroraPiyush KumarKrishiv TrivediJyoti YadavSumit Kumar Pandey,2026,https://link.springer.com/chapter/10.1007/978-3-032-08511-5_33,Conference paper
Jadex V: Bridging Intelligent Agents and Distributed Systems,Agents and Multi-Agent Systems Development,,,,10.1007/978-3-032-01082-7_3,Lars BraubachKai JanderAlexander Pokahr,2026,https://link.springer.com/chapter/10.1007/978-3-032-01082-7_3,Chapter
